id,name,rating,download,tags
com.bss.game.DicastRoc,Dicast: Rules of Chaos,4.1star,1M+,"Board,Abstract strategy,Multiplayer,Competitive multiplayer,Stylized,Battling,Miscellaneous,Dice"
com.joycity.god,Game of Dice: Board&Card&Anime,4.1star,5M+,"Board,Abstract strategy,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Anime,Miscellaneous,Dice,Miscellaneous,Board games"
com.WhatWapp.Backgammon.Multiplayer,Backgammon Clubs,4.1star,500K+,"Board,Abstract strategy,Backgammon,Casual,Multiplayer,Competitive multiplayer,Realistic,Competitive"
com.direwolfdigital.root,Root Board Game,4.8star,100K+,"Board,Abstract strategy,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Miscellaneous,Board games,Battling,Offline"
ru.zonkpro,Farkle Pro - 10000 dice game,4.7star,100K+,"Board,Dice,Casual,Single player,Stylized,Miscellaneous,Dice,Offline"
com.moonactive.cmboard,Coin Master - Board Adventure,2.5star,1M+,"Board,Dice,Stylized"
com.algorocks.dadoo,"DADOO - Board, Card and Chaos",3.5star,100K+,"Board,Abstract strategy,Casual,Multiplayer,Competitive multiplayer,Stylized,Cartoon"
com.chess,Chess - Play and Learn Online,4.5star,100M+,"#8 top free board,Board,Abstract strategy,Chess,Casual,Multiplayer,Competitive multiplayer,Single player,Realistic,Miscellaneous,Board games,Competitive,Offline"
com.gamepoint.royaldice,Royaldice,4.0star,500K+,"Board,Abstract strategy,Casual,Multiplayer,Competitive multiplayer,Realistic,Miscellaneous,Dice,Competitive"
com.ahoygames.okey,Okey,4.6star,50M+,"Board,Abstract strategy,Casual,Multiplayer,Competitive multiplayer,Single player,Realistic,Competitive,Offline"
air.br.com.megajogos.mobile,"GameVelvet: Dominoes, Spades",3.8star,5M+,"Board,Abstract strategy,Casual,Multiplayer,Competitive multiplayer,Single player,Realistic,Offline"
com.asmodeedigital.potionexplosion,Potion Explosion,4.2star,10K+,"Board,Abstract strategy,Casual,Stylized"
com.ss.go.ludo.mench.master.dice.board.online.game,Go Ludo - Fun Dice Game,3.2star,100K+,"Board,Abstract strategy,Ludo,Multiplayer,Competitive multiplayer,Single player,Realistic,Competitive,Offline"
com.plaidhatgames.summonerwars,Summoner Wars Online,3.8star,10K+,"Board,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized"
com.chess.strategy.boardgame,Chess: Ajedrez & Chess online,4.8star,10M+,"Board,Abstract strategy,Chess,Casual,Multiplayer,Competitive multiplayer,Single player,Realistic,Competitive,Offline"
com.digidiced.pxwrelease,Patchwork The Game,4.7star,50K+,"Board,Abstract strategy,Casual,Multiplayer,Competitive multiplayer,Single player,Realistic,Competitive"
com.yatzy.classic.dice.duel.game,Yatzy GO! Classic Dice Game,4.6star,500K+,"Board,Dice,Casual,Single player,Realistic,Competitive,Offline"
com.leagueofgeeks.armello,Armello,4.6star,500K+,Board
com.fantasyflightgames.mom,Mansions of Madness,4.3star,500K+,"Board,Abstract strategy,Casual,Single player,Stylized,Stylized-realistic,Mystery,Offline"
com.digidiced.bvbrelease,The Castles Of Burgundy,3.6star,10K+,"Board,Abstract strategy,Casual,Multiplayer,Competitive multiplayer,Single player,Realistic,Competitive,Offline"
com.woodchop.chess,SocialChess - Online Chess,4.0star,100K+,"Board,Abstract strategy,Chess,Casual,Multiplayer,Competitive multiplayer,Realistic,Competitive,Play Pass"
com.mobilityware.Hearts,Hearts: Card Game,4.4star,1M+,"Card,Classic cards,Hearts,Casual,Single player,Realistic,Miscellaneous,Cards,Competitive,Offline"
com.android1939.kards,KARDS - The WW2 Card Game,3.9star,1M+,"Card,Card battler,Casual,Single player,Stylized,Modern,Military,Army,Competitive"
com.direwolfdigital.Phoenix,Eternal Card Game,3.3star,1M+,"Card,Card battler,Multiplayer,Competitive multiplayer,Single player,Stylized,Miscellaneous,Cards,Battling"
solitaire.card.games.free.klondike.solitaire.classic.fun,Solitaire,4.5star,5M+,"Card,Solitaire,Casual,Single player,Realistic,Offline"
com.sng.gin.online,Gin Rummy - Online Card Games,4.4star,1M+,"Card,Matching,Rummy,Casual,Multiplayer,Competitive multiplayer,Realistic,Competitive"
com.gameduell.mobile.belote,Belote.com - Belote & Coinche,4.4star,5M+,"Card,Classic cards,Casual,Multiplayer,Competitive multiplayer,Single player,Realistic,Offline"
com.mobilityware.PyramidFree,Pyramid Solitaire - Card Games,4.6star,5M+,"Card,Solitaire,Casual,Single player,Realistic,Offline,Play Pass"
com.sngict.rummy.gin,Gin Rummy - Offline Card Games,4.5star,5M+,"Card,Matching,Rummy,Casual,Single player,Realistic,Offline"
solitaire.card.classic.bgames,Solitaire Card Game,4.4star,5M+,"Card,Solitaire,Casual,Single player,Realistic,Offline"
gg.sekai.nnc,NARUTO: Ninja Cards,3.8star,100K+,"Card,Card battler,Single player,Stylized,Competitive,Fantasy,Eastern fantasy,Isekai"
com.riotgames.legendsofruneterra,Legends of Runeterra,4.3star,10M+,"Card,Card battler,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Battling,Miscellaneous,Cards"
com.wizards.mtga,Magic: The Gathering Arena,2.5star,5M+,"Card,Card battler,Multiplayer,Competitive multiplayer,Stylized,Battling,Miscellaneous,Cards"
com.templegatesgames.DominionAndroid,Dominion,3.8star,500K+,"Card,Card battler,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Offline"
com.gameduell.skat.treff.kartenspiel,Skat Treff: Werde Skat Meister,4.4star,100K+,"Card,Classic cards,Casual,Multiplayer,Competitive multiplayer,Realistic"
com.yallaplay.spadesmasters,Spades Masters - Card Game,4.6star,1M+,"Card,Classic cards,Spades,Casual,Multiplayer,Competitive multiplayer,Realistic,Miscellaneous,Cards,House & garden"
com.spades.solitaire.online.plus.offline.free.card.games,Spades Solitaire - Card Games,4.8star,10M+,"Card,Classic cards,Spades,Casual,Single player,Realistic,Miscellaneous,Offline"
air.com.qublix.taleslive,Solitaire Tales Live,4.4star,100K+,"Card,Solitaire,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Fantasy,Medieval fantasy"
com.cybernautica.solitairetripeaks,Solitaire Grand Journey,4.6star,100K+,"Card,Solitaire,Tripeaks,Casual,Single player,Stylized"
com.hiplay.solitaire.Fishland.free,Solitaire - Fishland,3.9star,500K+,"Card,Solitaire,Casual,Single player,Stylized,Animals,Fish,Offline"
com.tripledot.ginrummy,Gin Rummy: Classic Card Games,3.4star,500K+,Card
com.me2zen.tripeaks.v4.and,Solitaire Farm Adventure,3.9star,5M+,"Simulation,Management,Farming,Single player,Stylized,Miscellaneous,Cards,Farm,Offline"
com.ahoygames.rummy,Rummy Club,4.0star,1M+,"Card,Matching,Rummy,Casual,Multiplayer,Competitive multiplayer,Single player,Realistic,Competitive,Offline"
com.blizzard.wtcg.hearthstone,Hearthstone,4.0star,50M+,"Card,Card battler,Multiplayer,Competitive multiplayer,Single player,Stylized,Fantasy,Medieval fantasy,Competitive"
com.playstack.balatro.android,Balatro,4.3star,1M+,"Card,Card battler,Casual,Stylized,Pixelated"
com.Qublix.SolitaireAtlantis,Solitaire Atlantis,4.1star,1M+,"Card,Solitaire,Casual,Stylized"
com.SNG.Solitaire.Free,Solitaire - Offline Card Games,4.6star,1M+,"Card,Solitaire,Casual,Single player,Realistic,Offline"
com.huuuge.stars.slots,Stars Slots - Casino Games,4.6star,1M+,"Casino,Slots,Casual,Multiplayer,Competitive multiplayer,Stylized"
triwin.casino.slots.fortune.gold,Gold Fortune Slot Casino Game,4.5star,5M+,"Casino,Slots,Casual,Single player,Stylized"
com.slotslimited.fatcatcasino.android,Slots Slots™: 777 Casino Games,4.8star,1M+,"Casino,Slots,Casual,Single player,Stylized,Miscellaneous"
com.slotslimited.goldencasino,Golden Casino - Slots Games,4.7star,5M+,"Casino,Slots,Casual,Single player,Stylized"
com.moonactive.coinmaster,Coin Master,4.0star,100M+,"Casino,Casino-adventure,Casual,Multiplayer,Competitive multiplayer,Stylized,Renovation,Viking"
com.winnersclub.empire88slots,Lucky Time Slots Casino Games,4.5star,5M+,"Casino,Slots,Casual,Single player,Stylized"
com.bws,Baba Wild Slots - Casino Games,4.3star,1M+,"Casino,Slots,Casual,Single player,Stylized,Miscellaneous"
net.odasoft.xtremeanimals,Wild Wins Casino,4.6star,100K+,"Casino,Slots,Single player,Stylized,Offline"
slots.hot.vegas.casino.games.free,Slots Casino - Jackpot Mania,4.5star,5M+,"Casino,Slots,Casual,Single player,Stylized,Modern,Offline"
gambino.android,Gambino Slots - Online Casino,4.3star,1M+,"Casino,Slots,Casual,Single player,Stylized"
net.odasoft.xtremebingo,Xtreme Bingo! Slots Bingo Game,3.8star,500K+,"Casino,Bingo,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Offline"
air.com.pipastudios.release.praiabingo,Praia Bingo - Bingo Games,4.7star,5M+,"Casino,Bingo,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Competitive"
com.liveplaymobile,Live Play Bingo: Real Hosts,3.9star,1M+,"Casino,Bingo,Casual,Multiplayer,Competitive multiplayer,Stylized"
com.lein.pppoker.android,PPPoker-Home Games,4.5star,1M+,"Casino,Table,Poker,Casual,Multiplayer,Competitive multiplayer,Stylized,Miscellaneous,Cards"
com.boyaa.androidmarketru,Texas Poker Русский(Boyaa),3.7star,1M+,"Casino,Table,Poker,Casual,Multiplayer,Competitive multiplayer,Stylized,Stylized-realistic"
com.uken.BingoPop,Bingo Pop: Play Live Online,4.2star,10M+,"Casino,Bingo,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Offline"
live.fun.bingo.online.story.casino.free.game.android,Bravo Bingo-Lucky Bingo Game,4.5star,1M+,"Casino,Bingo,Casual,Multiplayer,Competitive multiplayer,Stylized,Competitive"
slots.pcg.casino.games.free.android,Cash Frenzy™ - Casino Slots,4.7star,10M+,"Casino,Slots,Casual,Single player,Stylized"
com.slots.free.vegas.casino.jackpotland,Jackpotland-Vegas Casino Slots,3.8star,5M+,"Casino,Slots,Casual,Single player,Stylized,Miscellaneous"
com.aladinfun.islandking.android,Island King,4.3star,10M+,"Casino,Casino-adventure,Casual,Multiplayer,Competitive multiplayer,Stylized,Renovation,Island"
com.bi.slots.immortality,Immortality Slots Casino Game,4.4star,1M+,"Casino,Slots,Single player,Stylized,Offline"
com.neptune.dominogl,Higgs Domino Global,3.3star,1M+,"Board,Abstract strategy,Chess,Stylized,Competitive"
com.slot.casino.games.win.jackpot.zeusslots.free,Jackpot Casino: Zeus Slots,4.9star,1M+,"Casino,Slots"
com.kamagames.setpoker,Set Poker by Pokerist,4.1star,100K+,"Casino,Table,Poker,Multiplayer,Competitive multiplayer,Single player,Stylized,Competitive"
jackpotboom.slots.casino.vegas.free.android,Jackpot Boom Casino Slot Games,4.7star,1M+,"Casino,Slots,Casual,Single player,Stylized"
com.comunix.pokerface,Poker Face: Texas Holdem Poker,4.0star,5M+,"Casino,Table,Poker,Texas hold'em,Casual,Multiplayer,Competitive multiplayer,Realistic,Miscellaneous,Cards,Competitive"
com.mola.playspace.android.bingo,Bingo Lotto -Win Lottery Games,4.0star,5M+,"Casino,Bingo,Casual,Multiplayer,Competitive multiplayer,Stylized,Competitive"
com.aladinfun.piggytravel.android,Piggy GO - Clash of Coin,4.6star,10M+,"Casino,Casino-adventure,Casual,Multiplayer,Competitive multiplayer,Stylized,Renovation,Miscellaneous,Dice"
com.king.candycrushsaga,Candy Crush Saga,4.2star,1B+,"Puzzle,Match 3,Casual,Single player,Stylized,Cartoon,Food,Candy,Miscellaneous,Puzzles,Offline"
com.moonfrog.ludo.club,Ludo Club - Fun Dice Game,3.7star,100M+,"Board,Abstract strategy,Ludo,Casual,Multiplayer,Competitive multiplayer,Single player,Realistic,Miscellaneous,Board games,Competitive,Offline"
com.dysugar.jewels.prince,Jewels Classic - Crush Jewels,4.6star,50M+,"Puzzle,Match 3,Casual,Single player,Stylized,Miscellaneous,Puzzles,Miscellaneous,Gems & jewels,Offline"
com.superking.parchisi.star,Parchisi STAR Online,4.4star,100M+,"Board,Abstract strategy,Ludo,Casual,Multiplayer,Competitive multiplayer,Single player,Realistic,Miscellaneous,Board games,Competitive,Offline"
com.playrix.gardenscapes,Gardenscapes,4.6star,500M+,"Puzzle,Match 3,Match 3 adventure,Casual,Single player,Stylized,Offline"
com.playrix.homescapes,Homescapes,4.6star,500M+,"Puzzle,Match 3,Match 3 adventure,Casual,Single player,Stylized,Miscellaneous,Puzzles,House & garden,Offline"
com.playrix.fishdomdd.gplay,Fishdom,4.5star,100M+,"Puzzle,Match 3,Match 3 adventure,Casual,Single player,Stylized,Miscellaneous,Puzzles,Ocean,Offline"
com.king.candycrushsodasaga,Candy Crush Soda Saga,3.8star,500M+,"Puzzle,Match 3,Casual,Single player,Stylized,Miscellaneous,Puzzles,Food,Candy,Offline"
com.nintendo.zaka,Mario Kart Tour,3.5star,100M+,"Racing,Kart,Casual,Single player,Stylized,Cartoon,Driving,Shoot"
com.midasplayer.apps.bubblewitchsaga2,Bubble Witch 2 Saga,4.3star,100M+,"Puzzle,Bubble shooter,Casual,Single player,Stylized,Miscellaneous,Puzzles,Offline"
com.moonactive.coinmaster,Coin Master,4.0star,100M+,"Casino,Casino-adventure,Casual,Multiplayer,Competitive multiplayer,Stylized,Renovation,Viking"
gg.sunday.catescape,Cat Escape: Virtual Pet Game,4.2star,100M+,"Action,Casual,Single player,Stylized,Low poly,Animals,Cat,Cute,Offline"
com.inspiredsquare.blocks,X2 Blocks® : 2048 Number Game,4.8star,50M+,"Puzzle,Merge,Casual,Single player,Abstract,Miscellaneous,Puzzles,Offline"
com.sinyee.babybus.bakery,Little Panda's Cake Shop,3.8star,50M+,"Simulation,Casual,Single player,Stylized,Cartoon,Cute,Offline"
com.king.farmheroessaga,Farm Heroes Saga,4.2star,100M+,"Puzzle,Match 3,Casual,Single player,Stylized,Cartoon,Miscellaneous,Puzzles,Farm,Offline"
com.oxiwyle.modernage2,ЭС 2 – Симулятор Президента,4.5star,10M+,"Simulation,Management,Government,Casual,Single player,Realistic,Modern,Offline"
com.zeptolab.cats.google,CATS: Crash Arena Turbo Stars,4.2star,100M+,"Action,Fighting,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Animals,Cat,Battling"
com.vectorunit.cobalt.googleplay,Beach Buggy Racing 2,4.2star,100M+,"Racing,Kart,Single player,Stylized,Vehicles,Go-kart,Vehicles,Race car"
com.king.bubblewitch3,Bubble Witch 3 Saga,4.3star,100M+,"Puzzle,Bubble shooter,Casual,Single player,Stylized,Cartoon,Miscellaneous,Bubble,Destruct,Offline"
com.os.space.force.galaxy.alien,Galaxiga: Galaxy Arcade Game,4.6star,100M+,"Action,Shooter,Bulletstorm,Casual,Single player,Stylized,Pixelated,Fantasy,Sci-fi fantasy,Shoot,Offline"
com.zeptolab.timetravel.free.google,Cut the Rope: Time Travel,4.4star,50M+,"Puzzle,Logic,Casual,Single player,Stylized,Cartoon,Monster,Play Pass"
com.miniclip.minifootball,Mini Football - Soccer games,4.5star,50M+,"Sports,Soccer,Casual,Multiplayer,Competitive multiplayer,Stylized,Sports,Stadium"
com.nintendo.zaka,Mario Kart Tour,3.5star,100M+,"Racing,Kart,Casual,Single player,Stylized,Cartoon,Driving,Shoot"
com.midasplayer.apps.bubblewitchsaga2,Bubble Witch 2 Saga,4.3star,100M+,"Puzzle,Bubble shooter,Casual,Single player,Stylized,Miscellaneous,Puzzles,Offline"
com.moonactive.coinmaster,Coin Master,4.0star,100M+,"Casino,Casino-adventure,Casual,Multiplayer,Competitive multiplayer,Stylized,Renovation,Viking"
gg.sunday.catescape,Cat Escape: Virtual Pet Game,4.2star,100M+,"Action,Casual,Single player,Stylized,Low poly,Animals,Cat,Cute,Offline"
com.inspiredsquare.blocks,X2 Blocks® : 2048 Number Game,4.8star,50M+,"Puzzle,Merge,Casual,Single player,Abstract,Miscellaneous,Puzzles,Offline"
com.sinyee.babybus.bakery,Little Panda's Cake Shop,3.8star,50M+,"Simulation,Casual,Single player,Stylized,Cartoon,Cute,Offline"
com.king.farmheroessaga,Farm Heroes Saga,4.2star,100M+,"Puzzle,Match 3,Casual,Single player,Stylized,Cartoon,Miscellaneous,Puzzles,Farm,Offline"
com.oxiwyle.modernage2,ЭС 2 – Симулятор Президента,4.5star,10M+,"Simulation,Management,Government,Casual,Single player,Realistic,Modern,Offline"
com.zeptolab.cats.google,CATS: Crash Arena Turbo Stars,4.2star,100M+,"Action,Fighting,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Animals,Cat,Battling"
com.vectorunit.cobalt.googleplay,Beach Buggy Racing 2,4.2star,100M+,"Racing,Kart,Single player,Stylized,Vehicles,Go-kart,Vehicles,Race car"
com.king.bubblewitch3,Bubble Witch 3 Saga,4.3star,100M+,"Puzzle,Bubble shooter,Casual,Single player,Stylized,Cartoon,Miscellaneous,Bubble,Destruct,Offline"
com.os.space.force.galaxy.alien,Galaxiga: Galaxy Arcade Game,4.6star,100M+,"Action,Shooter,Bulletstorm,Casual,Single player,Stylized,Pixelated,Fantasy,Sci-fi fantasy,Shoot,Offline"
com.zeptolab.timetravel.free.google,Cut the Rope: Time Travel,4.4star,50M+,"Puzzle,Logic,Casual,Single player,Stylized,Cartoon,Monster,Play Pass"
com.miniclip.minifootball,Mini Football - Soccer games,4.5star,50M+,"Sports,Soccer,Casual,Multiplayer,Competitive multiplayer,Stylized,Sports,Stadium"
com.playmini.miniworld,Mini World: CREATA,3.9star,100M+,"Simulation,Sandbox,Casual,Multiplayer,Cooperative multiplayer,Single player,Stylized,Pixelated,Renovation,Business & profession,Construction,Offline"
com.sgn.pandapop.gp,Bubble Shooter: Panda Pop!,4.5star,50M+,"Puzzle,Bubble shooter,Casual,Single player,Stylized,Cartoon,Animals,Panda,Miscellaneous,Puzzles,Offline"
com.madfingergames.deadtrigger2,Dead Trigger 2 FPS Zombie Game,4.4star,100M+,"Action,Shooter,Bulletstorm,Casual,Single player,Stylized,Zombie,Weapons,Gun"
net.froemling.bombsquad,BombSquad,4.4star,50M+,"Action,Casual,Minigames,Multiplayer,Competitive multiplayer,Stylized,Ragdoll,Weapons,Offline"
com.rvappstudios.baby.toddler.kids.games.learning.activity,Kids Games: For Toddlers 3-5,3.9star,50M+,"Educational,Language,Abc,Casual,Single player,Stylized,Cartoon,Animals,Cute,Offline"
com.evogames.slavsforvk,Harvest Land,3.5star,10M+,"Simulation,Management,Farming,Casual,Single player,Stylized,Farming,Civilization,Evolution"
com.zeptolab.thieves.google,King of Thieves,4.1star,10M+,"Action,Action-adventure,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Immersive"
com.jumpgames.rswrb,World Robot Boxing,4.6star,50M+,"Action,Fighting,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Battling,Robot,Offline"
org.khankids.android,Khan Academy Kids,4.2star,10M+,Education
com.rvappstudios.baby.toddler.kids.games.learning.activity,Kids Games: For Toddlers 3-5,3.9star,50M+,"Educational,Language,Abc,Casual,Single player,Stylized,Cartoon,Animals,Cute,Offline"
com.rvappstudios.abc_kids_toddler_tracing_phonics,ABC Kids - Tracing & Phonics,4.3star,50M+,"Educational,Language,Abc,Casual,Single player,Stylized,Cartoon,Animals,Lion,Cute,Offline"
com.happytools.learning.kids.games,Bebi: Baby Games for 2-4y kids,4.6star,10M+,"Educational,Mathematics,Single player,Stylized,Cartoon,Miscellaneous,Puzzles,Cute,Offline"
com.rvappstudios.toddler.preschool.kids.learning.games,Kids Toddler & Preschool Games,4.1star,10M+,"Educational,Language,Abc,Single player,Stylized,Cartoon,Cute,Offline"
